budget,genres,popularity,revenue,runtime,vote_average,vote_count,director,release_month,release_DOW,log_revenue,log_budget,has_homepage
27.0,16,16.188572,96.9,113.0,6.7,413,937,5.0,6.0,4.583946549536464,3.332204510175204,0
27.0,7,18.913,60.527873,115.0,6.2,345,417,3.0,0.0,4.119490291651725,3.332204510175204,0
27.0,13,44.714264,115.22989,133.0,7.5,1065,634,1.0,2.0,4.7555700402557886,3.332204510175204,0
27.0,2,11.870301,44.352417,117.0,6.0,238,1167,6.0,6.0,3.814463471723072,3.332204510175204,0
27.0,7,28.227984,129.0,101.0,6.6,607,190,1.0,2.0,4.867534450455582,3.332204510175204,1
27.0,12,11.678561,56.870414,82.0,5.5,247,1242,1.0,2.0,4.058206269525943,3.332204510175204,0
27.0,7,36.921445,56.308881,110.0,7.4,1323,987,1.0,2.0,4.048455602984784,3.332204510175204,0
27.0,7,17.567332,21.5,193.0,7.3,235,1030,1.0,2.0,3.1135153092103742,3.332204510175204,0
30.0,7,16.698316,15.395087,130.0,6.3,288,1131,1.0,2.0,2.796981716778415,3.4339872044851463,1
27.0,7,47.862016,20.158808,102.0,7.0,1002,1390,5.0,4.0,3.052056272700139,3.332204510175204,0
27.0,14,39.324831,27.200316,100.0,7.2,828,29,1.0,2.0,3.3393331835550435,3.332204510175204,0
25.0,2,5.650125,11.137801,109.0,6.7,120,1364,1.0,2.0,2.496324632486056,3.258096538021482,1
27.0,5,3.123583,76.0,113.0,5.9,44,1074,1.0,2.0,4.343805421853684,3.332204510175204,0
27.0,12,23.917982,29.0,109.0,6.1,563,192,1.0,2.0,3.4011973816621555,3.332204510175204,1
27.0,5,8.715822,13.0,99.0,5.5,98,354,1.0,2.0,2.6390573296152584,3.332204510175204,0
27.0,8,14.788073,85.56431,89.0,4.4,222,1109,1.0,2.0,4.460887605910345,3.332204510175204,1
27.0,17,38.279458,93.282604,98.0,6.5,1068,595,12.0,0.0,4.5462966975422585,3.332204510175204,0
27.0,14,17.193659,21.148829,106.0,6.3,333,1057,7.0,0.0,3.0977846282764894,3.332204510175204,1
25.0,4,8.31653,6.673422,104.0,5.2,127,91,1.0,2.0,2.0377626697282842,3.258096538021482,1
26.0,1,31.250383,183.293131,91.0,5.2,788,1236,1.0,2.0,5.216527593227001,3.295836866004329,1
26.0,4,24.345651,110.230332,97.0,6.0,879,830,3.0,5.0,4.711603114405741,3.295836866004329,0
26.0,4,38.473732,109.449237,116.0,6.2,1983,707,11.0,1.0,4.704556021739051,3.295836866004329,1
25.0,15,31.792964,289.317794,122.0,6.8,796,638,11.0,3.0,5.670976164363959,3.258096538021482,0
28.0,5,61.309619,53.1816,113.0,6.2,1131,1171,1.0,2.0,3.9923413674132338,3.367295829986474,0
15.0,4,5.411154,201.957688,111.0,5.8,628,509,1.0,2.0,5.31299752381897,2.772588722239781,0
27.0,1,41.832392,101.624843,111.0,6.6,1148,280,6.0,6.0,4.631080037929766,3.332204510175204,1
26.0,7,21.988861,65.705772,121.0,6.8,399,62,1.0,2.0,4.200291485909125,3.295836866004329,0
22.0,19,19.068175,68.296293,139.0,7.0,262,737,1.0,2.0,4.238391412701614,3.1354942159291497,0
26.0,7,24.114459,61.489265,115.0,6.3,404,607,9.0,5.0,4.134994781989918,3.295836866004329,0
22.0,7,20.256571,50.75,175.0,6.9,207,1061,1.0,2.0,3.9464244321454784,3.1354942159291497,0
26.0,12,8.802626,57.891803,85.0,6.2,455,1373,4.0,4.0,4.075701912891271,3.295836866004329,0
26.0,12,37.355826,90.426405,90.0,5.9,1023,294,1.0,2.0,4.515534331705166,3.295836866004329,0
26.0,1,39.742009,71.868327,106.0,7.3,1112,604,1.0,2.0,4.288654072725072,3.295836866004329,0
26.0,12,30.981604,67.918658,100.0,5.2,629,1175,1.0,2.0,4.232926939618728,3.295836866004329,1
25.0,17,31.893932,86.175291,130.0,6.1,1573,859,1.0,2.0,4.467920930669134,3.258096538021482,1
26.0,2,5.894163,38.793283,94.0,4.9,89,674,1.0,2.0,3.683698129203107,3.295836866004329,0
26.0,7,22.07638,43.318349,104.0,6.8,633,590,1.0,2.0,3.7913987899401085,3.295836866004329,0
26.0,4,10.925618,28.818995,100.0,5.2,144,735,3.0,4.0,3.3951456065553804,3.295836866004329,1
56.0,4,21.219292,142.044638,118.0,5.7,718,413,8.0,4.0,4.963156735396185,4.04305126783455,0
42.0,7,14.831402,35.40232,118.0,5.8,198,863,3.0,3.0,3.594632508875362,3.7612001156935624,0
26.0,5,22.520842,29.657751,111.0,6.1,426,537,9.0,0.0,3.4228855178504074,3.295836866004329,0
30.0,4,3.314094,14.0,110.0,4.8,54,340,1.0,2.0,2.70805020110221,3.4339872044851463,0
26.0,1,7.964451,36.8,99.0,4.5,110,54,1.0,2.0,3.632309102625542,3.295836866004329,0
25.53,2,4.475007,20.08002,95.0,5.3,84,17,1.0,2.0,3.048325672439315,3.2782761681496484,0
26.0,16,66.097437,30.523226,116.0,6.3,1091,1276,10.0,2.0,3.4507246074682443,3.295836866004329,1
25.0,7,20.679652,82.46667,129.0,6.8,417,385,1.0,2.0,4.424447390493935,3.258096538021482,0
30.0,7,38.171417,611.89942,127.0,6.9,864,851,1.0,2.0,6.418200844170468,3.4339872044851463,1
25.0,4,30.884535,441.286195,125.0,7.0,1591,177,1.0,2.0,6.091957172540019,3.258096538021482,0
25.0,7,49.510658,412.8,133.0,7.6,1709,91,11.0,5.0,6.025382765311443,3.258096538021482,0
33.0,7,50.7453,269.958228,116.0,7.8,3086,214,9.0,4.0,5.601964668777474,3.5263605246161616,1
25.1,7,10.445391,29.506464,131.0,6.1,143,963,1.0,2.0,3.4179385955846677,3.261935314328648,1
25.0,1,80.879032,226.830568,93.0,7.2,4369,1035,1.0,2.0,5.428602229894802,3.258096538021482,0
26.0,7,33.93914,35.926213,117.0,7.2,765,871,1.0,2.0,3.6089216782502582,3.295836866004329,0
25.0,17,26.576385,411.00674,129.0,6.1,661,894,1.0,2.0,6.021039708439017,3.258096538021482,0
22.0,7,104.469351,321.365567,195.0,8.3,4329,1254,1.0,2.0,5.775686202819541,3.1354942159291497,1
25.0,7,42.191509,124.272124,146.0,7.8,1910,1277,9.0,3.0,4.8304883630887465,3.258096538021482,1
28.0,7,20.267062,8.555008,128.0,5.7,364,112,11.0,6.0,2.257065414949866,3.367295829986474,0
30.0,12,26.69592,114.90883,97.0,5.8,594,1140,1.0,2.0,4.75280393381123,3.4339872044851463,0
25.0,1,12.739721,80.936232,83.0,5.6,231,610,1.0,2.0,4.4059412861944125,3.258096538021482,0
25.0,1,46.942396,170.764026,85.0,6.4,2251,842,1.0,2.0,5.1461215929790995,3.258096538021482,1
25.0,16,15.505137,78.0,88.0,5.8,286,883,1.0,2.0,4.3694478524670215,3.258096538021482,0
25.0,5,38.272889,76.270454,119.0,7.6,1384,141,2.0,4.0,4.34731165742972,3.258096538021482,0
25.0,5,53.645267,171.6,122.0,7.7,3003,604,8.0,5.0,5.150976778649327,3.258096538021482,0
25.0,1,28.468,153.997819,99.0,6.1,853,1303,7.0,1.0,5.043411045852507,3.258096538021482,0
25.0,4,35.310712,281.929795,97.0,6.5,1356,1193,1.0,2.0,5.645198792662796,3.258096538021482,0
25.0,4,28.727731,152.500343,121.0,6.8,951,761,1.0,2.0,5.033702801552442,3.258096538021482,0
45.0,4,4.340616,124.914842,95.0,5.1,377,169,2.0,4.0,4.835605821314223,3.828641396489095,0
25.0,4,14.604911,119.772232,104.0,5.7,210,59,1.0,2.0,4.793906391527451,3.258096538021482,0
25.0,4,38.688822,147.78044,107.0,6.1,1331,509,1.0,2.0,5.002471662145568,3.258096538021482,1
25.0,1,30.537845,56.505065,130.0,7.4,626,440,1.0,2.0,4.051873030880398,3.258096538021482,0
25.0,1,19.750059,91.03676,115.0,6.0,330,57,1.0,2.0,4.522188062461508,3.258096538021482,0
2.8,12,25.939385,60.92298,111.0,7.2,476,1065,6.0,6.0,4.12589135473841,1.33500106673234,0
25.0,12,31.64341,117.719158,93.0,5.8,974,543,10.0,0.0,4.7767606870758605,3.258096538021482,0
25.0,7,26.811541,99.357138,101.0,6.8,946,1172,1.0,2.0,4.6087352037540095,3.258096538021482,1
60.0,2,40.646102,137.587063,96.0,7.0,1113,471,1.0,2.0,4.931498741850962,4.110873864173311,1
25.0,7,34.160448,116.766556,106.0,7.2,1223,806,1.0,2.0,4.768704325985254,3.258096538021482,0
25.0,1,48.552871,77.278331,117.0,6.4,1451,596,1.0,2.0,4.360270821401246,3.258096538021482,1
25.0,12,18.228538,122.64482,101.0,6.1,440,648,1.0,2.0,4.817413100651579,3.258096538021482,0
26.0,4,29.342744,90.574188,94.0,6.7,1493,2,9.0,1.0,4.517149441576699,3.295836866004329,0
25.0,7,63.654244,46.836394,145.0,8.2,3128,837,12.0,6.0,3.867786730547263,3.258096538021482,1
28.0,1,11.859396,58.795814,102.0,5.0,284,474,1.0,2.0,4.090935658506472,3.367295829986474,0
25.0,9,24.356483,122.489822,97.0,6.4,711,752,1.0,2.0,4.816158739716432,3.258096538021482,0
25.0,1,70.105981,65.884703,170.0,8.0,2948,141,8.0,4.0,4.202970286280189,3.258096538021482,0
23.0,7,21.189028,43.98423,163.0,7.4,355,109,1.0,2.0,3.806311983905871,3.1780538303479458,0
25.0,17,31.364901,63.1,109.0,6.1,770,87,12.0,5.0,4.160444363926624,3.258096538021482,1
25.0,7,37.817905,77.208711,158.0,7.9,1537,990,1.0,2.0,4.3593810352093225,3.258096538021482,0
25.0,1,6.086083,41.604473,86.0,5.5,112,804,1.0,2.0,3.7519592477632107,3.258096538021482,0
25.0,7,17.17372,39.053061,119.0,6.3,386,728,1.0,3.0,3.6902051000569567,3.258096538021482,0
25.0,1,16.936576,64.437847,98.0,6.4,298,183,6.0,3.0,4.181100791386514,3.258096538021482,0
25.0,15,25.838073,70.44294,97.0,5.6,529,405,1.0,2.0,4.2688990891369185,3.258096538021482,1
25.0,4,5.625632,36.35135,105.0,5.4,115,114,2.0,6.0,3.62036905550394,3.258096538021482,0
25.0,7,17.312433,38.307627,124.0,6.6,259,226,9.0,4.0,3.6714185712926466,3.258096538021482,1
25.0,7,53.811461,66.980456,94.0,6.4,1798,1032,11.0,5.0,4.219220252100724,3.258096538021482,1
17.0,12,19.045146,63.102666,104.0,5.5,299,1354,8.0,4.0,4.160485954325383,2.8903717578961645,0
25.0,4,21.729434,59.192128,101.0,5.5,444,815,1.0,2.0,4.097541579644801,3.258096538021482,1
25.0,1,12.837116,56.489558,101.0,5.8,236,57,1.0,2.0,4.0516033313120285,3.258096538021482,0
25.0,7,20.953265,41.59783,114.0,7.0,451,1221,1.0,2.0,3.7518033130107553,3.258096538021482,0
20.0,4,10.81439,33.889159,105.0,6.4,671,59,1.0,2.0,3.552176150580281,3.044522437723423,0
25.0,8,27.683874,229.736344,90.0,6.1,663,1234,1.0,2.0,5.441275690699957,3.258096538021482,0
20.0,2,9.855474,70.992898,97.0,4.9,199,353,1.0,2.0,4.2765674752620315,3.044522437723423,0
25.5,17,12.756344,2.415472,128.0,6.0,171,465,1.0,2.0,1.2283156972349223,3.2771447329921766,0
25.0,7,29.533437,66.122026,114.0,7.1,797,754,1.0,2.0,4.206512246447143,3.258096538021482,1
30.0,7,14.179538,82.150642,124.0,7.1,334,1195,1.0,2.0,4.4206539265953,3.4339872044851463,0
25.0,12,14.340095,50.67185,89.0,5.5,350,1140,1.0,2.0,3.9449131457998083,3.258096538021482,0
25.485,11,9.795985,29.548291,144.0,6.9,147,1068,1.0,2.0,3.4193087429726474,3.27657853499649,0
25.0,2,6.889437,100.0,93.0,4.7,123,124,1.0,2.0,4.61512051684126,3.258096538021482,0
25.0,4,19.428994,34.942188,81.0,5.4,325,280,9.0,0.0,3.5819117587455302,3.258096538021482,0
25.0,7,136.747729,28.341469,142.0,8.5,8205,396,1.0,2.0,3.3790018396277928,3.258096538021482,0
21.15,2,6.081772,39.438674,92.0,4.7,146,1204,12.0,1.0,3.6997866042971816,3.0978374964911444,0
27.0,4,17.329269,25.023434,113.0,6.7,244,125,4.0,6.0,3.2589974397799075,3.332204510175204,0
25.0,17,22.622453,39.17113,111.0,5.7,543,1146,1.0,2.0,3.6931485784211433,3.258096538021482,1
25.0,4,20.561682,74.188937,121.0,6.9,483,658,1.0,2.0,4.320004105771713,3.258096538021482,0
25.0,7,13.288177,27.645491,98.0,5.9,185,1298,1.0,2.0,3.354996048575918,3.258096538021482,0
30.0,4,19.212552,42.886719,107.0,6.5,318,949,1.0,2.0,3.781611745836351,3.4339872044851463,0
23.0,4,29.365851,46.1528,106.0,7.2,661,328,1.0,2.0,3.853393392257926,3.1780538303479458,1
25.0,7,10.232599,21.567853,136.0,6.7,134,1210,1.0,0.0,3.1165264600308387,3.258096538021482,0
25.0,15,8.870614,22.2,97.0,6.2,183,578,1.0,0.0,3.1441522786722644,3.258096538021482,0
25.0,7,19.402816,114.977104,115.0,6.6,1262,761,4.0,4.0,4.75339279231416,3.258096538021482,0
25.0,1,24.903418,23.58,97.0,6.2,515,1268,1.0,2.0,3.201933104137889,3.258096538021482,1
25.0,9,14.562197,36.993168,99.0,5.4,341,1341,6.0,4.0,3.6374063540886366,3.258096538021482,1
25.0,1,18.896239,40.452643,103.0,6.0,414,1029,1.0,2.0,3.724551643119061,3.258096538021482,0
25.0,4,15.960916,17.0,95.0,6.9,530,990,1.0,2.0,2.8903717578961645,3.258096538021482,0
25.0,4,25.848003,20.796847,93.0,6.5,656,573,1.0,2.0,3.0817653263071554,3.258096538021482,0
25.0,7,7.538513,15.431177,120.0,6.9,110,113,1.0,2.0,2.799180566732286,3.258096538021482,0
30.0,17,21.606001,33.333531,115.0,5.4,597,1071,1.0,2.0,3.5361224568265066,3.4339872044851463,1
25.0,4,3.707511,24.362772,108.0,4.3,29,651,3.0,4.0,3.2332824295892513,3.258096538021482,0
25.0,7,7.001176,19.829957,107.0,5.2,147,1373,8.0,1.0,3.036392190940457,3.258096538021482,0
25.0,4,39.784026,30.411183,108.0,6.3,824,797,9.0,5.0,3.447163976005913,3.258096538021482,0
25.0,1,10.115011,51.702483,100.0,5.2,101,1084,1.0,2.0,3.9646625701869302,3.258096538021482,0
25.0,5,32.854557,42.972994,131.0,6.7,973,142,9.0,2.0,3.7835756727553997,3.258096538021482,1
28.0,12,8.363702,10.126458,91.0,4.9,132,294,2.0,2.0,2.4093258756449685,3.367295829986474,1
25.0,7,14.17009,28.831145,109.0,6.5,304,509,11.0,1.0,3.3955529819670063,3.258096538021482,0
25.0,5,9.169271,15.4788,122.0,6.2,137,1108,10.0,5.0,2.8020747062961653,3.258096538021482,1
25.0,7,8.127728,13.411957,107.0,7.0,210,164,3.0,6.0,2.6680582092566385,3.258096538021482,0
25.0,7,10.699952,24.902723,120.0,6.0,378,973,6.0,0.0,3.2543480983143165,3.258096538021482,0
25.0,1,29.796394,11.0,99.0,7.1,705,617,1.0,2.0,2.4849066497880004,3.258096538021482,1
25.0,1,51.915025,23.057115,140.0,7.7,1272,428,9.0,4.0,3.180430794794998,3.258096538021482,1
28.0,7,8.314624,16.9,132.0,6.7,97,930,1.0,2.0,2.884800712846709,3.367295829986474,0
25.0,7,4.002579,11.20713,113.0,6.1,82,748,1.0,2.0,2.5020202072582185,3.258096538021482,1
25.0,7,3.888776,10.719357,99.0,4.6,45,1223,1.0,2.0,2.4612419191625823,3.258096538021482,0
25.0,7,7.296459,13.0,100.0,6.2,111,677,1.0,2.0,2.6390573296152584,3.258096538021482,0
14.0,12,21.680424,85.446075,92.0,5.8,498,960,1.0,2.0,4.459520809132145,2.70805020110221,1
25.0,4,7.946769,10.07,105.0,5.3,25,1062,1.0,2.0,2.4042387467205457,3.258096538021482,0
25.0,7,7.473455,10.324441,110.0,5.5,144,1119,1.0,2.0,2.426963310327462,3.258096538021482,1
25.0,4,5.073536,11.772461,116.0,6.4,60,761,1.0,2.0,2.5472913687830396,3.258096538021482,0
32.0,2,41.075532,27.635305,111.0,6.8,1087,631,1.0,2.0,3.3546403970899514,3.4965075614664802,1
25.0,1,4.020194,5.778353,117.0,5.0,22,628,1.0,2.0,1.9137341520883935,3.258096538021482,0
25.0,1,8.186936,4.064495,98.0,5.5,138,1042,1.0,2.0,1.6222544288799368,3.258096538021482,0
25.0,7,17.603823,19.844979,121.0,6.4,387,385,1.0,2.0,3.0371131038964165,3.258096538021482,1
25.0,1,7.008216,2.40542,95.0,3.5,118,1347,1.0,2.0,1.2253682800123555,3.258096538021482,1
25.0,4,20.011435,27.603069,80.0,7.0,738,1133,1.0,2.0,3.353514019761056,3.258096538021482,1
25.0,7,3.849873,0.777423,117.0,6.2,19,1115,11.0,0.0,0.5751645624883165,3.258096538021482,0
25.0,4,3.593165,2.336172,114.0,6.6,49,1074,1.0,2.0,1.204824041920391,3.258096538021482,0
13.5,7,30.058263,19.255873,124.0,7.7,704,450,1.0,1.0,3.0084447761948754,2.6741486494265287,1
25.0,7,17.339852,10.589102,122.0,6.0,326,1370,11.0,0.0,2.450065173763172,3.258096538021482,0
25.0,4,15.279021,48.53147,154.0,7.1,380,465,1.0,2.0,3.9026082251421688,3.258096538021482,1
25.0,8,5.753564,6.5,85.0,6.3,10,505,1.0,2.0,2.0149030205422647,3.258096538021482,0
25.0,17,35.022029,71.009334,117.0,5.0,712,1083,1.0,2.0,4.27679574950255,3.258096538021482,0
25.0,11,1.894749,3.052,128.0,7.0,31,1182,1.0,2.0,1.3992105863864368,3.258096538021482,0
14.0,7,14.480628,34.67072,119.0,7.0,257,1222,1.0,2.0,3.574330184196522,2.70805020110221,0
25.0,2,14.613152,8.784318,137.0,5.5,301,1365,1.0,2.0,2.280780899900845,3.258096538021482,1
24.0,16,22.258428,133.0,119.0,6.9,477,774,1.0,2.0,4.897839799950911,3.2188758248682006,0
24.0,7,30.445257,155.721132,102.0,6.5,835,1269,1.0,2.0,5.054467996683195,3.2188758248682006,1
24.0,12,35.244037,172.363301,120.0,6.1,840,1373,9.0,4.0,5.1553893983481585,3.2188758248682006,0
25.0,1,15.333575,1.397284,98.0,5.4,285,428,1.0,4.0,0.8743364298690036,3.258096538021482,1
24.0,4,15.237142,70.181428,105.0,6.4,225,1303,1.0,2.0,4.2652319416959275,3.2188758248682006,0
41.3,4,23.441135,106.371651,98.0,6.2,531,680,1.0,2.0,4.676296190062479,3.744787086052232,0
8.2,7,25.03414,80.035402,107.0,6.4,505,491,1.0,2.0,4.394886120917177,2.2192034840549946,0
24.0,4,24.70166,87.055349,91.0,6.6,541,1311,1.0,2.0,4.47796558267114,3.2188758248682006,1
24.0,4,16.146572,41.895491,137.0,7.2,341,1288,9.0,0.0,3.7587667155149598,3.2188758248682006,0
65.0,12,20.793026,40.002112,100.0,5.1,374,256,1.0,2.0,3.713623577572722,4.189654742026425,0
24.0,15,5.771479,36.609995,115.0,6.1,67,128,7.0,1.0,3.62726983953887,3.2188758248682006,0
24.0,4,27.326466,42.105111,102.0,6.1,721,745,1.0,2.0,3.763641574765869,3.2188758248682006,1
24.0,4,20.69219,68.729358,93.0,5.9,742,455,1.0,2.0,4.244621434249477,3.2188758248682006,1
17.0,4,7.701041,16.980098,95.0,5.5,160,1105,1.0,2.0,2.8892654795291763,2.8903717578961645,0
24.0,9,6.589193,16.290976,87.0,5.8,92,1299,1.0,2.0,2.8501847469163684,3.2188758248682006,0
24.0,2,2.753313,21.049053,134.0,5.9,58,1200,1.0,2.0,3.0932696531247648,3.2188758248682006,0
24.0,1,3.113009,12.37241,107.0,4.7,49,146,7.0,1.0,2.5931936291706705,3.2188758248682006,1
24.0,4,5.566203,8.434146,124.0,5.7,53,1136,1.0,2.0,2.2443356606804152,3.2188758248682006,0
24.0,15,8.630825,30.551495,89.0,5.0,141,346,1.0,2.0,3.4516209729675946,3.2188758248682006,1
24.0,4,23.343839,83.188165,88.0,5.3,581,33,1.0,2.0,4.433054353174278,3.2188758248682006,1
24.0,3,2.353441,4.562146,93.0,4.1,19,1235,1.0,2.0,1.715984005017781,3.2188758248682006,0
28.0,2,2.439184,0.669276,72.0,6.8,26,1078,1.0,2.0,0.5123899994919597,3.367295829986474,0
24.0,5,26.324874,23.081726,98.0,6.1,568,445,1.0,2.0,3.1814532956127577,3.2188758248682006,1
24.0,9,49.549984,234.710455,119.0,8.2,1991,481,1.0,2.0,5.462604166192104,3.2188758248682006,0
23.6,4,57.300674,102.391382,88.0,7.2,3550,1143,7.0,4.0,4.638521612372599,3.202746442938317,1
23.0,4,23.839127,185.991646,90.0,5.9,512,395,6.0,3.0,5.231063942059891,3.1780538303479458,0
18.0,2,78.51783,538.4,124.0,8.2,5879,506,1.0,2.0,6.2904574107056295,2.9444389791664403,1
19.0,1,33.872182,141.407024,118.0,6.5,1699,859,7.0,1.0,4.9586893236040925,2.995732273553991,0
23.0,4,27.33256,86.930411,85.0,6.6,546,306,1.0,2.0,4.476545717552624,3.1780538303479458,0
23.0,12,38.799596,53.302314,98.0,6.4,1378,543,1.0,2.0,3.994566841133181,3.1780538303479458,0
12.5,7,20.317469,75.993061,101.0,6.5,910,434,1.0,2.0,4.343715300909797,2.6026896854443837,1
23.0,17,18.493202,53.187659,108.0,6.7,1789,303,1.0,2.0,3.992453188792511,3.1780538303479458,1
23.0,15,53.682367,47.351251,126.0,7.9,4097,1209,1.0,2.0,3.878492095401189,3.1780538303479458,1
23.0,14,11.183197,36.642838,97.0,6.3,325,620,5.0,3.0,3.628142710387075,3.1780538303479458,0
23.0,7,8.976738,18.653615,114.0,5.9,66,1369,12.0,5.0,2.978261290860612,3.1780538303479458,1
23.0,1,26.257951,33.372606,93.0,5.6,505,1253,6.0,5.0,3.537259909925141,3.1780538303479458,1
23.0,2,12.777008,51.881013,89.0,3.5,224,692,1.0,2.0,3.968044351940884,3.1780538303479458,0
23.0,7,6.921263,10.827816,102.0,6.6,55,930,3.0,4.0,2.470454045562162,3.1780538303479458,0
23.0,1,12.869436,7.434726,98.0,6.1,82,1204,1.0,2.0,2.132357231771451,3.1780538303479458,1
23.0,11,15.676123,29.54179,124.0,6.6,261,984,1.0,2.0,3.4190959097297338,3.1780538303479458,1
23.0,7,5.494047,9.366227,86.0,5.9,56,1222,10.0,4.0,2.3385531180421197,3.1780538303479458,0
23.0,7,6.618149,16.123851,141.0,5.5,73,918,1.0,4.0,2.8404722870068153,3.1780538303479458,0
23.0,7,7.876883,5.837674,139.0,6.5,57,1283,1.0,2.0,1.9224476153219308,3.1780538303479458,1
25.0,12,35.169779,94.679598,104.0,6.5,1343,897,12.0,4.0,4.5610050886884785,3.258096538021482,1
22.7,4,39.890798,38.119483,96.0,6.7,902,850,1.0,2.0,3.6666206293328667,3.1654750481410856,1
22.5,18,22.096286,15.520023,112.0,6.8,431,1148,1.0,2.0,2.8045731603436788,3.1570004211501135,1
22.0,9,41.967005,505.0,127.0,6.9,1339,581,12.0,4.0,6.226536669287466,3.1354942159291497,0
23.0,15,57.110486,369.884651,119.0,6.5,1590,125,1.0,2.0,5.915891100517105,3.1780538303479458,1
22.0,9,16.234053,189.833357,97.0,6.3,489,646,10.0,1.0,5.2514005707777445,3.1354942159291497,0
20.0,7,11.263361,75.597042,127.0,6.5,110,636,1.0,2.0,4.338558459812932,3.044522437723423,0
22.0,4,20.699212,147.880543,110.0,6.0,428,59,1.0,2.0,5.003144259560015,3.1354942159291497,1
24.0,7,17.606087,182.016617,135.0,7.3,385,214,1.0,2.0,5.209576951997741,3.2188758248682006,0
22.0,1,13.786075,84.772742,84.0,4.6,304,797,1.0,5.0,4.451701263711333,3.1354942159291497,0
22.0,7,35.227212,77.737889,191.0,7.4,716,1061,1.0,2.0,4.366124475402584,3.1354942159291497,0
22.0,7,27.898438,88.880821,122.0,7.3,508,761,6.0,6.0,4.498484581676834,3.1354942159291497,0
22.0,5,23.218144,110.627965,114.0,5.6,354,507,1.0,2.0,4.715171600993951,3.1354942159291497,0
22.0,7,26.071644,92.542418,132.0,7.2,530,584,1.0,2.0,4.538415001867421,3.1354942159291497,0
22.0,7,9.175762,67.800064,138.0,5.9,83,207,1.0,2.0,4.231204675171424,3.1354942159291497,0
22.0,9,81.829237,95.708457,121.0,6.6,2512,771,1.0,2.0,4.5717008546848295,3.1354942159291497,1
22.0,7,17.7091,57.479076,108.0,6.1,319,897,11.0,4.0,4.0686690150431,3.1354942159291497,1
22.0,7,17.772518,35.424826,108.0,6.0,301,1253,1.0,2.0,3.5952505751309434,3.1354942159291497,1
22.0,4,10.259461,22.400154,83.0,4.7,225,899,6.0,2.0,3.152742603538581,3.1354942159291497,0
26.0,4,30.114383,51.164106,105.0,6.2,551,730,10.0,3.0,3.9543946338453475,3.295836866004329,0
22.0,4,12.887673,19.351569,90.0,5.4,154,319,9.0,6.0,3.013158009653596,3.1354942159291497,0
22.0,4,13.410919,77.112176,94.0,6.0,223,269,2.0,2.0,4.35814594738294,3.1354942159291497,0
22.0,4,21.865021,33.788161,104.0,6.4,480,745,1.0,2.0,3.5492771277494644,3.1354942159291497,0
30.0,7,9.448517,23.619609,106.0,5.4,201,253,1.0,2.0,3.2035432392329586,3.4339872044851463,0
22.0,4,39.006187,63.647656,106.0,5.7,1309,604,5.0,0.0,4.168951847793366,3.1354942159291497,1
22.0,1,35.737655,43.058898,100.0,6.4,875,417,1.0,2.0,3.7855273297132466,3.1354942159291497,0
22.0,8,4.365196,13.555988,95.0,6.1,77,1344,1.0,2.0,2.678002455347265,3.1354942159291497,0
22.0,1,14.725467,10.69621,104.0,4.2,305,403,1.0,2.0,2.4592648577025975,3.1354942159291497,0
25.0,17,25.002715,72.62967,96.0,5.2,559,158,3.0,0.0,4.2990480695017785,3.258096538021482,1
21.0,7,13.906611,26.193068,145.0,7.2,277,992,1.0,0.0,3.3029620878802457,3.091042453358316,0
22.0,15,13.960945,17.709155,116.0,7.2,212,193,9.0,6.0,2.9290129762516877,3.1354942159291497,0
2.0,1,16.668854,14.4,100.0,5.5,224,308,1.0,2.0,2.7343675094195836,1.0986122886681098,1
22.0,14,48.784734,15.447154,92.0,6.2,659,1141,3.0,6.0,2.800152453125036,3.1354942159291497,0
22.0,1,9.088209,12.0,121.0,7.4,98,1383,1.0,2.0,2.5649493574615367,3.1354942159291497,0
22.0,7,12.445176,9.479718,105.0,5.2,192,619,7.0,5.0,2.3494417701339123,3.1354942159291497,1
22.0,17,29.230298,15.4,116.0,6.5,720,1169,6.0,2.0,2.797281334830153,3.1354942159291497,0
25.0,7,18.961323,92.991835,119.0,6.5,501,1332,1.0,2.0,4.54320791679518,3.258096538021482,1
22.0,3,14.866351,24.0,106.0,6.0,122,706,1.0,2.0,3.2188758248682006,3.1354942159291497,0
17.0,15,15.013386,73.244881,111.0,5.6,546,1392,1.0,2.0,4.307368832545205,2.8903717578961645,0
18.0,16,8.700565,70.687344,136.0,5.5,139,214,1.0,2.0,4.272314218775626,2.9444389791664403,0
21.0,1,10.207065,42.0,96.0,5.1,184,1260,1.0,2.0,3.7612001156935624,3.091042453358316,0
32.0,4,5.683281,40.222729,106.0,6.3,123,146,1.0,2.0,3.7189897789961868,3.4965075614664802,0
21.0,7,63.599973,205.738714,122.0,6.9,4742,293,8.0,3.0,5.3314557447475766,3.091042453358316,1
21.0,5,17.746981,41.170784,123.0,7.5,356,1072,5.0,1.0,3.7417276590013486,3.091042453358316,1
21.0,1,34.433521,43.928932,92.0,6.6,1692,788,2.0,6.0,3.8050819524901804,3.091042453358316,0
20.0,7,26.21425,41.627431,115.0,6.4,497,575,4.0,3.0,3.752497966235468,3.044522437723423,1
21.0,12,4.781538,17.762705,104.0,5.1,76,725,11.0,2.0,2.931871122949192,3.091042453358316,0
17.0,7,10.13559,14.899417,98.0,6.7,189,1160,5.0,2.0,2.7662824418872805,2.8903717578961645,0
